url,n_stars,created_at,updated_at,pushed_at,is_fork,archived_at,is_template,license,primary_language,topics,description
WireGuard/wgctrl-go,618,2018-07-21T17:51:43Z,2023-06-23T12:08:59Z,2023-05-17T08:28:06Z,False,,False,MIT License,Go,"['golang', 'linux', 'wireguard', 'go', 'networking']",Package wgctrl enables control of WireGuard interfaces on multiple platforms.
wolph/numpy-stl,535,2014-10-16T16:15:59Z,2023-06-30T11:27:16Z,2023-05-26T16:03:16Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['python', 'python3', 'python2', 'numpy', 'stl', '3d', 'fast', 'high-performance']",Simple library to make working with STL files (and 3D objects in general) fast and easy.
wolph/portalocker,218,2011-02-23T11:42:47Z,2023-07-02T11:18:42Z,2023-03-13T21:15:01Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['python', 'locking', 'lock', 'distributed']","An easy library for Python file locking. It works on Windows, Linux, BSD and Unix systems and can even perform distributed locking. Naturally it also supports the with statement."
wolph/python-progressbar,816,2012-02-20T06:19:21Z,2023-07-01T11:55:35Z,2023-05-18T08:05:18Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['python', 'progressbar', 'progress-bar', 'rate', 'eta', 'percentage', 'console', 'terminal', 'time', 'progress', 'bar', 'cli', 'gui', 'library']","Progressbar 2 - A progress bar for Python 2 and Python 3 - ""pip install progressbar2"""
wolph/python-utils,79,2011-10-16T01:42:37Z,2023-07-02T08:11:04Z,2023-06-23T10:41:11Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],Python Utils is a module with some convenient utilities not included with the standard Python install
WoeUSB/WoeUSB,1660,2019-04-14T16:58:59Z,2023-07-01T12:53:19Z,2023-05-13T18:36:03Z,False,,False,,Shell,"['windows', 'bootable-usb', 'winusb', 'linux', 'command-line-tool', 'command-line-app', 'woeusb', 'gnu-linux']",A Microsoft Windows® USB installation media preparer for GNU+Linux
WuBingzheng/memleax,628,2016-05-11T13:04:20Z,2023-06-28T19:07:49Z,2018-11-03T07:46:54Z,False,,False,GNU General Public License v2.0,C,"['memory-leak', 'debugger']","debugs memory leak of running process. Not maintained anymore, try `libleak` please."
TheTumultuousUnicornOfDarkness/CPU-X,1677,2014-09-21T14:17:56Z,2023-07-02T02:06:58Z,2023-07-01T16:07:48Z,False,,False,GNU General Public License v3.0,C,"['cpu', 'ncurses', 'motherboard', 'gtk3', 'linux-app', 'bsd-app', 'portable', 'ram', 'benchmark', 'gpu']","CPU-X is a Free software that gathers information on CPU, motherboard and more"
Xfennec/progress,7746,2013-11-22T15:25:33Z,2023-07-02T09:25:53Z,2023-06-26T13:59:14Z,False,,False,GNU General Public License v3.0,C,"['monitoring', 'linux', 'coreutils']","Linux tool to show progress for cp, mv, dd, ... (formerly known as cv)"
Xof/django-pglocks,106,2013-07-02T11:56:02Z,2023-06-23T19:04:13Z,2022-01-17T17:29:36Z,False,,False,Other,Python,[],PostgreSQL locking context managers and functions for Django.
Xuanwo/go-bufferpool,2,2020-06-22T08:29:21Z,2021-08-25T03:39:54Z,2021-08-25T02:58:50Z,False,,False,Apache License 2.0,Go,[],buffer pool for Golang.
Xubuntu/lightdm-gtk-greeter,103,2020-06-11T23:19:50Z,2023-06-27T22:44:27Z,2023-06-28T08:50:44Z,False,,False,GNU General Public License v3.0,C,"['lightdm-gtk-greeter', 'lightdm', 'gtk']",A GTK greeter for LightDM
Yelp/bravado,591,2014-05-30T01:03:02Z,2023-06-26T06:40:23Z,2023-03-24T10:03:56Z,False,,False,Other,Python,"['python', 'openapi']",Bravado is a python client library for Swagger 2.0 services
Yelp/bravado-core,108,2015-03-30T20:23:27Z,2023-06-02T07:39:35Z,2023-03-24T10:04:34Z,False,,False,Other,Python,"['python', 'openapi']",
Yelp/dumb-init,6333,2015-08-11T20:18:37Z,2023-07-02T08:14:01Z,2023-06-20T02:25:41Z,False,,False,MIT License,Python,"['docker', 'pid1', 'init', 'dumb', 'docker-container', 'unix', 'c']",A minimal init system for Linux containers
Yelp/ephemeral-port-reserve,65,2016-04-07T21:18:36Z,2023-06-08T16:45:51Z,2023-03-24T10:24:47Z,False,,False,MIT License,Python,[],"Find an unused port, reliably"
Yelp/swagger_spec_validator,101,2015-01-05T23:40:39Z,2023-06-02T07:39:35Z,2023-03-24T10:03:18Z,False,,False,Other,Python,[],
Yepkit/ykush,52,2016-06-03T18:52:19Z,2023-05-16T18:18:19Z,2022-11-28T19:29:41Z,False,,False,Other,C,[],YKUSH Boards Control Application
Yeraze/ytnef,28,2014-05-22T13:25:37Z,2023-06-21T09:58:56Z,2023-06-20T13:54:57Z,False,,False,GNU General Public License v2.0,Shell,"['tnef-stream', 'parse']",Yeraze's TNEF Stream Reader - for winmail.dat files
Yoast/PHPUnit-Polyfills,160,2020-10-14T11:48:26Z,2023-06-15T03:39:31Z,2023-06-06T20:31:26Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",PHP,"['phpunit', 'php', 'compatibility', 'polyfill', 'unit-testing']",Set of polyfills for changed PHPUnit functionality to allow for creating PHPUnit cross-version compatible tests
YosysHQ/nextpnr,1075,2018-08-01T11:39:03Z,2023-07-02T05:53:35Z,2023-07-02T06:13:33Z,False,,False,ISC License,C++,[],nextpnr portable FPGA place and route tool
YosysHQ/prjtrellis,369,2018-03-04T23:57:10Z,2023-06-29T17:26:36Z,2023-06-24T21:34:36Z,False,,False,Other,Python,[],Documenting the Lattice ECP5 bit-stream format.
Yubico/libfido2,464,2018-04-19T06:32:10Z,2023-07-02T00:13:45Z,2023-06-29T12:37:33Z,False,,False,Other,C,"['yubikey', 'webauthn', 'fido2', 'libfido2']","Provides library functionality for FIDO2, including communication with a device over USB or NFC."
Yubico/pam-u2f,492,2014-12-10T17:12:52Z,2023-07-02T08:37:33Z,2023-06-18T23:18:43Z,False,,False,"BSD 2-Clause ""Simplified"" License",C,"['yubikey', 'pam-module', 'u2f', 'fido2']",Pluggable Authentication Module (PAM) for U2F and FIDO2
Yubico/python-fido2,364,2018-03-16T11:09:18Z,2023-06-29T16:26:23Z,2023-06-26T10:40:20Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,"['webauthn', 'yubikey', 'fido2']","Provides library functionality for FIDO 2.0, including communication with a device over USB."
Yubico/python-yubico,219,2011-01-05T16:01:00Z,2023-06-26T13:10:56Z,2021-12-18T21:45:54Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,[],Python code to talk to YubiKeys
Yubico/yubihsm-connector,28,2018-11-26T08:12:11Z,2023-04-05T17:56:54Z,2023-05-01T23:34:17Z,False,,False,Apache License 2.0,Go,[],
Yubico/yubihsm-shell,74,2018-11-26T08:11:51Z,2023-06-27T20:50:50Z,2023-06-30T10:44:16Z,False,,False,Apache License 2.0,C,[],yubihsm-shell and libyubihsm
Yubico/yubikey-manager,700,2016-07-04T14:23:53Z,2023-06-30T22:12:15Z,2023-06-09T12:41:24Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,"['yubikey', 'python', 'oath', 'piv', 'otp', 'openpgp', 'fido2', 'u2f', 'webauthn']",Python library and command line tool for configuring any YubiKey over all USB interfaces.
YukiWorkshop/libevdevPlus,6,2018-12-25T08:47:20Z,2023-06-30T04:07:38Z,2022-01-29T23:00:06Z,False,,False,MIT License,C++,[],Easy-to-use event device library in C++
YukiWorkshop/libuInputPlus,5,2018-11-24T14:25:39Z,2023-06-30T04:08:51Z,2021-06-07T16:49:25Z,False,,False,MIT License,C++,[],Easy-to-use uinput library in C++
Z3Prover/z3,8834,2015-03-26T18:16:07Z,2023-07-02T13:01:58Z,2023-07-02T11:24:50Z,False,,False,Other,C++,[],The Z3 Theorem Prover
Zac-HD/hypothesmith,76,2019-08-06T00:28:21Z,2023-07-01T12:55:00Z,2022-12-01T09:22:48Z,False,,False,Mozilla Public License 2.0,Python,"['hypothesis', 'python', 'fuzzing']","Hypothesis strategies for generating Python programs, something like CSmith"
Zegocover/enmerkar,6,2019-10-18T14:37:24Z,2022-06-08T21:07:51Z,2021-09-13T11:25:16Z,True,,False,Other,Python,"['localization', 'l10n', 'django']",Tools for using Babel with Django
ZerBea/hcxtools,1671,2017-04-08T08:47:44Z,2023-06-30T03:18:41Z,2023-07-02T10:36:23Z,False,,False,MIT License,C,"['wlan', 'wpa', 'wpa2', 'raspberry-pi', 'hashcat', 'handshake', 'hccapx', 'pcap', 'wlan-traffic', 'john-the-ripper', 'pcapng', 'wifi-security', 'penetration-testing-framework', 'wifi']","Portable (that doesn't include proprietary/commercial operating systems) solution for conversion of cap/pcap/pcapng (gz compressed) WiFi dump files to hashcat formats (recommended by hashcat) and to John the Ripper formats. hcx: h = hash, c = convert and calculate candidates, x = different hashtypes"
pyjanitor-devs/pandas_flavor,279,2018-01-25T20:00:11Z,2023-06-24T06:11:16Z,2023-04-03T22:59:02Z,False,,False,MIT License,Python,['pandas'],The easy way to write your own flavor of Pandas
ZungBang/undbx,32,2008-06-03T18:44:01Z,2023-07-01T15:23:10Z,2019-02-11T15:26:32Z,False,,False,GNU General Public License v3.0,C,[],Tool to extract e-mail messages from Outlook Express DBX files.
Zverik/Nik4,118,2014-05-15T05:08:56Z,2023-06-11T22:44:54Z,2023-02-20T20:05:06Z,False,,False,Do What The F*ck You Want To Public License,Python,[],Mapnik to image export
a2o/snoopy,1110,2012-12-19T22:52:06Z,2023-07-02T13:46:12Z,2023-03-28T21:36:17Z,False,,False,GNU General Public License v2.0,C,"['logging', 'logger', 'command-line-logger', 'program-execution-logger', 'snoopy-logger', 'snoopy', 'linux', 'bsd']",Snoopy Command Logger is a small library that logs all program executions on your Linux/BSD system.
a8m/envsubst,646,2016-04-28T16:03:12Z,2023-06-29T09:17:14Z,2023-04-10T18:28:40Z,False,,False,MIT License,Go,"['envsubst', 'go', 'environment-variables']",Environment variables substitution for Go
a8m/tree,77,2016-01-13T15:01:50Z,2023-06-23T06:18:02Z,2023-02-08T16:21:58Z,False,,False,MIT License,Go,"['tree-structure', 'tree', 'golang', 'go']","An implementation of the Unix tree command written in Go, that can be used programmatically"
aalpar/deheap,14,2019-04-22T18:44:48Z,2023-05-28T09:38:42Z,2021-09-14T01:34:36Z,False,,False,MIT License,Go,"['heap', 'min-max-heap', 'priority-queue', 'double-ended-queue', 'golang', 'heaps']",Doubly ended heap
aanatoly/fbpanel,50,2015-12-03T10:57:55Z,2023-06-10T22:57:04Z,2020-06-12T18:09:36Z,False,,False,Other,C,[],lightweight X11 desktop panel
aantron/luv,266,2018-06-15T14:13:38Z,2023-06-21T08:21:03Z,2023-04-13T09:25:18Z,False,,False,MIT License,OCaml,"['asynchronous', 'io', 'events', 'libuv', 'ocaml', 'reasonml']",Cross-platform asynchronous I/O and system calls
aaron-sierra/iotools,0,2021-04-11T00:24:11Z,2021-04-11T00:24:12Z,2021-05-13T22:26:25Z,True,,False,GNU General Public License v2.0,C,[],Automatically exported from code.google.com/p/iotools
aarongarrett/inspyred,177,2012-03-08T04:44:48Z,2023-04-13T05:30:32Z,2021-12-07T17:34:51Z,False,,False,MIT License,Python,[],Python library for bio-inspired computational intelligence
aaronjanse/3mux,1772,2019-01-06T21:11:43Z,2023-07-02T16:38:31Z,2022-11-22T01:40:30Z,False,,False,MIT License,Go,"['tmux', 'tui', 'i3', 'i3wm', 'hacktoberfest']",Terminal multiplexer inspired by i3
aaronjanse/pty,1,2020-05-25T01:37:09Z,2021-03-09T06:14:17Z,2020-05-25T01:55:38Z,True,,False,MIT License,Go,[],creack/pty + darwin patch (see PR #89 on creack/pty)
python-websockets/websockets,4602,2013-03-30T08:59:30Z,2023-07-02T15:02:41Z,2023-06-27T17:55:38Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['python', 'python3', 'websocket', 'websockets', 'websocket-client', 'websocket-server', 'websocket-library']",Library for building WebSocket servers and clients in Python
abbot/go-http-auth,535,2012-03-26T12:45:02Z,2023-06-13T16:46:40Z,2023-03-10T15:53:11Z,False,,False,Apache License 2.0,Go,[],Basic and Digest HTTP Authentication for golang http
abbra/freeipa-desktop-profile,8,2016-09-06T09:13:49Z,2022-10-01T07:22:13Z,2019-04-18T12:54:29Z,False,,False,GNU General Public License v3.0,Python,[],FleetCommander integration with FreeIPA
abelcheung/rifiuti2,130,2015-03-12T20:16:24Z,2023-06-08T15:44:49Z,2019-09-24T16:43:08Z,False,,False,,C,"['forensic-examinations', 'windows', 'forensics', 'investigation']",Windows Recycle Bin analyser
abishekvashok/cmatrix,3299,2013-10-31T15:44:03Z,2023-07-02T11:46:55Z,2023-05-12T13:22:43Z,False,,False,GNU General Public License v3.0,C,"['c', 'matrix', 'screensaver']","Terminal based ""The Matrix"" like implementation"
abourget/teamcity,3,2015-12-15T21:18:09Z,2021-04-21T01:25:39Z,2017-07-21T13:59:38Z,False,,False,MIT License,Go,[],Golang bindings to TeamCity API
abraunegg/onedrive,7957,2018-03-14T04:28:28Z,2023-07-02T06:15:50Z,2023-06-21T05:37:53Z,False,,False,GNU General Public License v3.0,D,"['microsoft', 'onedrive', 'linux', 'personal', 'business', 'office365', 'office-365', 'onedrive-client', 'onedrive-for-business', 'onedrive-personal', 'onedrive-storage']",#1 Free OneDrive Client for Linux
abravalheri/ini2toml,36,2021-10-11T21:16:56Z,2023-05-09T04:40:05Z,2023-06-26T17:03:43Z,False,,False,Mozilla Public License 2.0,Python,"['ini', 'toml', 'cfg-files', 'pep621', 'setuptools']",Automatically conversion of `.ini/.cfg` files to TOML equivalents
abrt/abrt,219,2013-02-01T14:38:04Z,2023-05-11T14:46:49Z,2023-07-01T05:02:12Z,False,,False,GNU General Public License v2.0,C,[],Automatic bug detection and reporting tool
abrt/abrt-java-connector,0,2018-04-13T18:45:44Z,2022-01-17T19:25:05Z,2022-11-30T10:28:08Z,False,,False,Other,C,[],ABRT Java Connector
abrt/container-exception-logger,3,2018-03-07T10:15:38Z,2022-05-10T09:52:11Z,2020-01-21T16:08:40Z,False,,False,GNU General Public License v3.0,C,[],A tool designed to run inside of a container which is able to get its input outside of the container
abrt/gnome-abrt,16,2013-02-01T16:16:37Z,2022-10-29T11:48:09Z,2023-05-04T13:50:49Z,False,,False,GNU General Public License v3.0,Python,[],ABRT oopses list designed according to https://live.gnome.org/Design/Apps/Oops
abrt/reportd,0,2018-12-18T07:07:02Z,2022-11-16T12:53:55Z,2023-02-10T10:18:36Z,True,,False,GNU Lesser General Public License v2.1,C,[],Software problem reporting service
abrt/retrace-server,38,2013-02-01T14:52:00Z,2023-06-13T10:40:48Z,2023-06-05T08:50:17Z,False,,False,GNU General Public License v2.0,Python,[],Application for remote coredump analysis
abrt/satyr,18,2012-11-19T13:50:38Z,2022-08-25T06:53:37Z,2023-03-01T17:53:46Z,False,,False,GNU General Public License v2.0,C,[],Automatic problem management with anonymous reports
abrt/will-crash,5,2012-07-20T15:13:33Z,2023-02-24T05:24:58Z,2023-02-02T15:29:31Z,False,,False,GNU General Public License v3.0,C,[],Set of crashing executables written in various languages
abseil/abseil-py,2097,2017-09-19T21:45:02Z,2023-07-02T05:09:03Z,2023-06-29T21:38:23Z,False,,False,Apache License 2.0,Python,"['python', 'python-library', 'flags', 'logging', 'application', 'testing']",Abseil Common Libraries (Python)
acarl005/stripansi,102,2018-01-16T10:19:23Z,2023-06-28T08:31:00Z,2022-03-18T16:06:41Z,False,,False,MIT License,Go,"['go', 'text-processing', 'ansi-colors', 'regex']",A little Go package for removing ANSI color escape codes from strings.
achillean/shodan-python,2199,2010-09-07T04:09:46Z,2023-07-02T01:23:28Z,2023-06-25T23:59:47Z,False,,False,Other,Python,[],The official Python library for Shodan
aclements/go-gg,40,2016-04-20T20:09:13Z,2022-08-04T07:47:42Z,2019-01-15T04:29:51Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Go,[],Plotting package for Go
aclements/go-moremath,60,2015-04-25T13:41:18Z,2023-06-27T16:36:50Z,2021-01-12T15:02:52Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Go,[],An assortment of more specialized math routines for Go
acobaugh/osrelease,12,2017-06-22T03:12:40Z,2023-04-13T07:10:13Z,2021-11-29T23:25:22Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Go,[],Golang package to read and parse /etc/os-release
altdesktop/playerctl,2079,2014-04-15T05:40:48Z,2023-07-01T23:17:48Z,2023-05-07T21:07:22Z,False,,False,GNU Lesser General Public License v3.0,C,"['mpris', 'cli', 'vlc', 'mediaplayer', 'c', 'cmus', 'mopidy', 'audacious', 'rhythmbox', 'mpd']","🎧 mpris media player command-line controller for vlc, mpv, RhythmBox, web browsers, cmus, mpd, spotify and others."
acshk/acsccid,82,2014-06-05T06:55:20Z,2023-04-10T16:05:59Z,2023-03-24T09:19:52Z,False,,False,GNU Lesser General Public License v2.1,C,[],acsccid is a PC/SC driver for Linux/Mac OS X and it supports ACS CCID smart card readers. This library provides a PC/SC IFD handler implementation and communicates with the readers through the PC/SC Lite resource manager (pcscd).
adafruit/Adafruit_Board_Toolkit,12,2021-03-11T19:23:04Z,2023-05-25T09:21:36Z,2022-12-13T18:52:30Z,False,,False,MIT License,Python,[],CircuitPython board identification and information
adafruit/Adafruit_Python_PlatformDetect,51,2018-12-04T17:08:01Z,2023-06-14T09:55:19Z,2023-06-21T09:24:43Z,False,,False,MIT License,Python,['hacktoberfest'],
adafruit/Adafruit_Python_PureIO,52,2016-02-19T09:34:14Z,2023-06-30T03:18:03Z,2023-05-25T19:00:52Z,False,,False,MIT License,Python,[],Pure python (i.e. no native extensions) access to Linux IO including I2C and SPI.  Drop in replacement for smbus and spidev modules.
scientifichackers/ampy,660,2016-08-05T05:17:49Z,2023-06-27T06:29:32Z,2023-05-22T11:27:28Z,False,,False,MIT License,Python,[],MicroPython Tool - Utility to interact with a MicroPython board over a serial connection.
adah1972/libunibreak,154,2012-08-12T03:40:50Z,2023-06-19T06:00:38Z,2023-02-15T13:37:10Z,False,,False,zlib License,C,[],The libunibreak library
adam900710/btrfs-fuse,17,2021-10-20T09:05:23Z,2023-05-25T04:23:02Z,2022-10-14T23:30:10Z,False,,False,Other,C,[],"A read-only, license friendly, FUSE based btrfs implementation"
adamchainz/django-cors-headers,5002,2013-01-19T08:39:17Z,2023-07-02T13:10:52Z,2023-06-27T07:39:26Z,False,,False,MIT License,Python,[],Django app for handling the server headers required for Cross-Origin Resource Sharing (CORS)
adamchainz/flake8-comprehensions,432,2016-04-05T12:15:56Z,2023-07-01T02:53:20Z,2023-06-27T07:39:32Z,False,,False,MIT License,Python,['flake8'],❄️ A flake8 plugin to help you write better list/set/dict comprehensions.
adamchainz/pytest-flake8-path,3,2021-08-10T09:31:42Z,2023-04-14T13:59:03Z,2023-06-27T07:39:35Z,False,,False,MIT License,Python,[],A pytest fixture for testing flake8 plugins.
adamchainz/time-machine,462,2020-04-29T06:16:39Z,2023-06-30T16:11:39Z,2023-06-28T10:13:20Z,False,,False,MIT License,Python,"['python', 'time', 'testing']",Travel through time in your tests.
adammck/minitest-stub-const,33,2012-12-12T18:49:20Z,2023-06-12T17:41:12Z,2023-01-17T16:00:10Z,False,,False,MIT License,Ruby,[],Stub constants for the duration of a block in MiniTest
gradle/native-platform,104,2012-07-29T07:40:26Z,2023-06-06T19:06:56Z,2023-06-19T15:40:06Z,False,,False,Apache License 2.0,Java,[],Java bindings for various native APIs
adaptivecomputing/torque,227,2012-12-07T22:09:03Z,2023-03-20T14:32:17Z,2023-05-12T21:22:16Z,False,,False,Other,C,[],Torque Repository
addthis/stream-lib,2246,2011-03-15T18:41:27Z,2023-06-27T04:36:16Z,2019-11-28T12:37:37Z,False,2020-07-07T23:51:06Z,False,Apache License 2.0,Java,['java'],Stream summarizer and cardinality estimator.
admesh/admesh,198,2013-10-20T09:01:33Z,2023-06-30T00:38:26Z,2022-12-16T11:11:52Z,False,,False,GNU General Public License v2.0,C,"['meshes', 'facets', 'c', 'edges', 'vertices', 'three-d-printing', 'repair']",CLI and C library for processing triangulated solid meshes
admesh/python-admesh,9,2014-01-28T20:49:42Z,2022-06-15T14:04:25Z,2018-06-24T18:09:59Z,False,,False,GNU General Public License v2.0,Python,[],Cython wrapper around admesh
